id,标题,成文或生成日期,发布或生效日期,来源,URL源地址,内容
266,勇立潮头?当好主力军?创新创造?展现新作为,2018/10/13,2018/10/13,南平日报,https://www.np.gov.cn//cms/html/npszf/2018-10-13/558661746.html,"12日，市委市政府召开企业家座谈会，与全市14家重点骨干企业负责人面对面交流，深入了解企业生产经营情况及遇到的困难问题，倾听企业家意见建议，共谋振兴实体经济良策。市委书记袁毅出席会议并讲话，市长刘洪建主持。
“我们正加快推进农业4.0建设，力争把圣农打造成世界前三的白羽肉鸡企业。”圣农集团董事长傅光明信心满满率先发言，并就政企携手共渡难关建言献策。“作为传统的制造业企业能够走到今天，我们靠的就是创新。”南孚电池总经理刘荣海、南纺董事长李祖安分享了企业发展的秘诀。“希望有关部门开展点对点的服务，指导企业用好各级人才政策”，“政府在制定政策时要围绕企业需求，措施更实些、含金量更高些”……太阳电缆常务副总裁林芳、巨电新能源总经理姚晓宁、亚亨动力董事长毛建仁、利树股份董事长诸建华等就企业普遍关心的人才引进及政策制定、落实等问题提出建议。座谈会上，企业家们畅所欲言，来自元力活性炭的许文显、长富乳品的蔡永康、永晶科技的曾献勋、正山茶业的余崇兴、闽瑞纤维的陈兴华、升升木业的毛克升、永芳香料的张忠富等企业家，还就支持企业创新转型、完善园区设施配套、打造产业链条、解决企业融资难和市场拓展难等方面提出意见建议。袁毅、刘洪建边听边记，不时与大家互动交流，表示将认真梳理大家的意见建议，抓紧研究采取相关措施统筹解决。
袁毅对广大企业家为南平所作的贡献表示感谢。他说，企业是经济发展的主体，企业家是推动经济发展的重要力量。希望广大企业家加强学习、把握大势，解放思想、转变观念，坚守主业、坚守实业，勇于变革、勇于创新，强化责任、强化担当，加强企业党的建设，努力把企业做大做强、促工业强基壮骨，为推动南平高质量发展绿色发展跨越赶超作出新的更大贡献。
袁毅强调，关心支持企业家和企业发展是党委政府义不容辞的责任。各级党委政府要全力支持企业发展，让企业家舒心、安心、放心发展。要着力政策落地，加大政策宣传解读力度，确保各级惠企政策全面落地见效。要着力做优服务，把企业的事当成自己的事，用心用情为企业办实事、解难题，构建“亲”“清”政商关系。要着力搞好环境，在全社会营造尊重企业家、关心企业家、爱护企业家的浓厚氛围，让企业家在政治上有荣誉、社会上有地位、发展上有保障。
刘洪建表示，将认真贯彻落实中央、国务院和省委、省政府关于支持企业发展的各项决策部署，着力打造重商亲商的人文环境、公平公正的市场环境、务实高效的政务环境、稳定安全的社会环境、优惠优质的政策环境，与企业家共克时艰，进一步增强企业家发展信心。希望广大企业家弘扬“晋江经验”，善于学习，敢拼会赢，专心干实业、干事业，把企业做大做强、做优做久，打造百年基业。
市领导兰斯文、黄健平、陈熙满、罗志坚、伍斌、庄莉、潘剑才、梁廉荣参加座谈会。（郑金富）

                      
扫一扫在手机打开当前页"
267,审计署表彰?我市生态审计工作,2018/10/13,2018/10/13,南平日报,https://www.np.gov.cn//cms/html/npszf/2018-10-13/819902011.html,"11日，审计署在北京举办全国审计机关领导干部自然资源资产离任审计研讨会暨“领导干部自然资源资产离任审计助力绿色发展”高端论坛，我市由于生态审计工作成效显著，在会上受到审计署表彰。
近年来，我市深入贯彻中央、省委关于推进生态文明建设的决策部署。积极探索、先试先行，在全省率先开展乡镇领导干部自然资源资产离任审计试点工作，形成“五围绕五突出”的南平方法，并在全省推广实施。市审计局代表省审计机关参加《全国领导干部自然资源资产离任审计重点事项操作指引》编写，省内外审计机关纷纷到我市交流学习。 （卢国华 高贤亮）

                      
扫一扫在手机打开当前页"
268,精心“烹”出文化盛宴,2018/10/13,2018/10/13,南平日报,https://www.np.gov.cn//cms/html/npszf/2018-10-13/2006116153.html,"12日，以“清新福建·诗画浦城”为主题的浦城县首届旅游产业发展大会暨第二届丹桂文化旅游节开幕。
原国家工商行政管理总局副局长李东生，原福建省文联副主席、书记处书记章绍同，福建省品牌建设促进会专家委员会副主任陈佳木，福建艺术职业学院党委书记陈晟，中国邮政集团公司福建省分公司党组成员、副总经理王全江，福建省品牌建设促进会专家委员会副主任刘绍文，市委常委、宣传部长张培栋，中国旅行社协会秘书长孙桂珍以及来自全国各地的知名旅行商、旅游投资商等近500人参加了本次活动。
浦城县是全国唯一的中国丹桂之乡，有2200多年的丹桂种植历史，种植面积超过8万亩。近年来，浦城县坚持“绿水青山就是金山银山”的理念，主动对接“清新福建”，积极融入“大武夷”旅游圈，以闽、浙、赣三省交界的区位优势，抢抓旅游发展机遇，大力挖掘自然生态资源、人文历史资源的特色和潜力，积极发展乡村旅游和休闲生态旅游业。
大会期间，浦城举办了一系列体现当地特色和魅力的活动，通过文艺演出、文化展示、美食展销、特色产品推介等方式，为广大市民和游客送上了一道“丹桂文化”盛宴。
（邱冬勇）

                      
扫一扫在手机打开当前页"
269,我市又有6名群众获奖励,2018/10/12,2018/10/12,南平日报,https://www.np.gov.cn//cms/html/npszf/2018-10-12/1825786855.html,"扫黑除恶专项斗争开展以来，南平市公安局广泛发动群众积极参与，通过入户走访、设立举报箱、举报电话、举报邮箱等形式，收集群众举报的涉黑涉恶线索。近日，南平又有6名群众举报涉黑涉恶线索，协助公安机关打击黑恶势力获得奖励，共领取奖金3.3万元。截至目前，南平各级公安机关已累计向12名群众发放奖励金9.1万元。
据悉，为鼓励社会公众踊跃举报涉黑涉恶犯罪，提供涉黑涉恶线索，南平市公安局于今年3月向社会公布了《南平市公安局扫黑除恶专项斗争犯罪线索举报奖励办法》，公开了举报方式。目前，南平各级公安机关扫黑办已接到涉黑涉恶群众举报线索500余条。
群众可通过110报警电话统一举报，也可通过各县(市、区)公安局公布的固定电话和电子邮箱进行举报。对于举报线索，公安机关将严格保密，一经查实将按照相关规定给予奖励；对包庇、纵容违法犯罪分子或恶意举报、诬告陷害他人的，将依法追究法律责任；对举报人进行报复的，将依法从严、从重惩处。

                      
扫一扫在手机打开当前页"
270,数据多跑路?群众少跑腿,2018/10/12,2018/10/12,南平日报,https://www.np.gov.cn//cms/html/npszf/2018-10-12/1772610892.html,"“原先，我们办事需要挨个窗口递材料，现在只需要提供一本营业执照，立马就能办好，省时又省力，真是太便捷了！”9日，在延平区行政服务中心，来自延平区健欣果蔬专业合作社的池庆英对市场监管局窗口的办事效率赞不绝口。
近年来，延平区持续深化商事制度改革，不断优化营商环境，从“三证合一”到“五证合一”再到“多证合一”， 放宽市场准入，激发了市场活力。
“我们以‘减证’推动‘简政’，为企业营造良好的经营发展环境。”延平区市场监督管理局行政审批股副股长周婧告诉记者，自“多证合一”改革实施后，申请人办理企业注册登记时只需填写“一张表格”，向“一个窗口”提交“一套材料”，工商（市场监管）部门直接核发加载统一社会信用代码的营业执照，相关信息将实时推送到审批信息共享平台，并在国家企业信用信息公示系统（福建）公示，企业不再另行到相关部门的服务窗口重复办理“多证合一”的被整合证照事项。
据悉，自2015年6月起，延平区持续推进“多证合一”改革。申请多项行政审批的市场主体，由原来需要到对应的15个主管部门分别提交共计31份申请材料，到现在，只要在一个窗口提交一份申请材料，真正实现了“一站式”办证。截至今年9月30日，该区共办理“多证合一”企业登记1252户，个体工商户登记4681户。
“证、照”是企业进入市场的两把“钥匙”。延平区为深化商事制度改革，推行“证照分离”。所谓“照”，指的是工商部门颁发的营业执照，而“证”，是各相关行业主管部门颁发的经营许可证。原先要开办一家公司，首先得取得主管部门的经营许可证，才能到工商部门申办营业执照。而“证照分离”改革，实现了市场准入领域的“先照后证”。周婧解释：“‘证照分离’后，只要到工商部门领取一个营业执照，就可以从事一般性的生产经营活动，如果从事需要许可的生产经营活动，再到相关审批部门办理许可手续。此举大大方便了办事群众。”
李爱红在延平区经营一家食杂店，销售日用品及卷烟，她告诉记者：“以前办理营业执照需要先办理烟草专卖许可证，之后才能办理营业执照，来回要跑多趟。如今，我可以先办理营业执照，开始经营，再去办理烟草专卖许可证，方便多了。”
周婧介绍，与传统的审批模式相比，“证照分离”改变了以往的办理模式，简化了审批手续、优化了审批环节、提高了审批效率，让申请人快速取得审批并开展相应活动，同时拉近了行政部门与企业群众之间的距离。
目前，延平区市场监督管理局已开设“预约代办绿色通道”，对于代办公司或者农贸市场等主体成批量办理的新设企业、个体工商户，可以通过预约时间同时办理，大大提高行政效能。
此外，为了进一步优化营商环境，延平区市场监督管理局还推进企业登记便利化改革，全面深化“互联网+”服务，实行网上登记注册，实现全程电子化登记注册。同时，实行一照多址、一址多照、集群注册等创新举措。

                      
扫一扫在手机打开当前页"
271,发放资助资金?支持青年创业,2018/10/12,2018/10/12,南平日报,https://www.np.gov.cn//cms/html/npszf/2018-10-12/134968896.html,"“这次拿到市级资助优秀创业项目二等奖，我对企业今后的发展更有信心了。”昨日，福建楚瑞竹业发展有限公司负责人林楚楚告诉记者，市里的资助资金为企业的发展提供了有力的支持。
林楚楚是我市2018年度市级优秀创业项目资助资金获得者，今年，她与其他39位创业者一共获得了189万元的创业资助资金。
“大众创业、万众创新”不是一句口号，而是实实在在的行动。眼下，青年大学生返乡创新创业已经形成浪潮，为持续推进大众创业、万众创新，进一步激发劳动者崇尚创业、竞相创业的热情，从2016年开始，我市重点围绕绿色发展产业领域，组织开展市级优秀创业资助项目征集活动，获得资助的项目每个分别给予3万元至10万元。3年来，我市已累计向3批次111位创业者发放市级优秀创业项目资助资金539万元，扶持力度走在全省前列。
“在创业初期，资助资金可以帮助创业者挺过最艰难的时期。”市人社局副局长马春表示，青年是“双创”的主力军，开展优秀创业资助项目征集，发放资助资金，目的就是为了支持青年创业。

                      
扫一扫在手机打开当前页"
272,8日，在浦城县山桥村，村民们忙着收割稻田里的稻谷,2018/10/12,2018/10/12,南平日报,https://www.np.gov.cn//cms/html/npszf/2018-10-12/1339039423.html,"8日，在浦城县山桥村，村民们忙着收割稻田里的稻谷。全国商品粮基地县浦城现有耕地53.68万亩，年产粮食25万吨。今年该县种植稻谷面积48.6万亩，目前中稻已进入全面丰收期，预计10月中下旬可收割完毕。

                      
扫一扫在手机打开当前页"
273,学习新思想?赋能新时代,2018/10/11,2018/10/11,南平日报,https://www.np.gov.cn//cms/html/npszf/2018-10-11/399875473.html,"重视学习、善于学习，是中国共产党的优良传统。从2018年6月开始，市纪委监委在全市纪检监察系统中开展涵盖“政治建设、法律法规、党纪党规、审查调查、业务提升、作风建设”的“六个专题”教育学习活动。
3个月来，全市纪检监察干部在学懂弄通上下功夫，把学习习近平新时代中国特色社会主义思想，与深化监察体制改革、推动纪检监察事业稳中求进、加强干部队伍建设结合起来，有力地推动新思想入脑入心，促进了全市纪检监察干部政治站位进一步提升、能力素质进一步增强、干部作风进一步转变。
全员覆盖 新思想学习贯穿始终
6月21日，南平市委小礼堂，福建师范大学马克思主义学院院长、博士生导师李方祥教授为市纪委监委机关和派驻机构干部授课。习近平新时代中国特色社会主义思想作为专题学习的第一课，拉开了教育学习活动的序幕。
全员覆盖，是此次专题教育学习活动的鲜明特点。市纪委监委要求机关各室、各党支部，各派驻（出）机构要确保专题教育学习100%覆盖到每位纪检监察干部，不得减少或压缩学习任务，不得将学习任务“打包”。机关18个部室、4个党支部、2个临时党支部以及22个派驻（出）机构共158名纪检监察干部参加了教育学习活动。
市纪委先后召开四次常委会会议，对专题教育学习活动的各环节工作提出明确要求。市纪委监委班子成员以身作则，带头研读党的十九大报告以及《习近平谈治国理政》《习近平新时代中国特色社会主义思想三十讲》等重要文献、习近平总书记关于深化国家监察体制改革的重要论述以及在福建工作期间对党风廉政建设和反腐败工作提出的一系列指示和要求，带头做好学习笔记，带头参与研讨发言，带头撰写心得体会。委领导到支部基层单位学习讨论出勤率达100%。
各部室、各支部、各派驻（出）机构也纷纷行动起来，踊跃投入大学习热潮。组织部采用导读导学方式，在导读中联系实际举例子、谈感受，深入领会新思想精髓。办公室、政研室联系岗位实际，克服工学矛盾，把集中学习和专题讨论时间安排在晚上和周末，既保证学习时间、质量，又确保服务保障工作不断档、不停歇。驻市司法局纪检组通过每日相互检查笔记、不定期相互提问专题知识等互动方式，促进全组干部相学相长。驻市国资委纪检组对心得体会文章从严把关，将不符合要求的心得体会退回并要求重写，以严肃学习纪律，端正组员们的学习态度。抽调市委大督查和中央纪委、省纪委办案的8位同志以自学为主，撰写并寄回学习心得文章34篇。
张达青，来自武夷学院，他和其他11位党员因为巡察任务聚到了一起。市委巡察机构按照把支部建在组上的要求，成立了巡察组临时党支部。在临时党支部里，18名像张达青一样的非纪检监察系统干部，也全员参加了“六个专题”教育学习活动。
深学笃用 推进新时代纪法衔接
没有足够的理论知识和业务水平，就难以胜任新时代纪检监察工作。纪法贯通、法法衔接，是当前纪检监察干部亟待熟练掌握的本领。
今年7月，正值暑期的厦门大学法学院迎来了一批特殊的学员。80多名来自南平市县乡三级的纪检监察干部，在市纪委监委的组织下在此进行法律法规业务培训。此外，市纪委监委还在市委党校举办了2期纪检监察业务培训班，并组织数十人次参加中央纪委国家监委、省纪委监委组织的业务学习。
围绕《中国共产党章程》《中国共产党纪律处分条例》等党纪党规，以及《中华人民共和国宪法》《中华人民共和国监察法》等法律法规，各部室、各党支部、各派驻（出）机构展开专题学习，提升学习层次与质量，打牢干部业务基础。
“今天，我主要和大家分享一下非法证据排除有关问题的学习心得……”在市纪委监委机关党委第一党支部第一党小组学习会上，转隶干部叶红、范名锋结合所学的法学专业，带领小组内的党员学习了《刑事诉讼法》《中国法制史》等法律知识。现在，党员轮流分享学习心得已经成为了这个党小组会议的“固定议题”。
学习过程中，各纪检监察室对照有关党纪条规，对自身工作进行自我剖析、自查自纠，突出问题整改，确保学以致用。机关二支部充分发挥转隶干部的法律特长，安排转隶干部解读《办理职务犯罪案件工作衔接办法》等有关业务规定，让专题学习教育更加系统、专业。
据统计，此次活动南平市本级纪检监察系统43个参学单位共组织集中学习393次、673小时，累计自学4193人次、6463小时，开展专题讨论160次，撰写心得体会文章916篇。教育学习活动工作领导小组办公室通过随机抽查、检查督导等形式，每周通报各部门单位的学习进展，并在每个专题结束后组织测试，以考促学，检验学习成效。
磨砺队伍 监督全覆盖成效初显
为学之实，固在践履。
“六个专题”教育学习活动聚焦破解纪检监察干部“本领恐慌、知识恐慌”问题。3个月的学习成果，正在不断地转化为实实在在的工作实效。
在贯彻落实上级重大决策部署、脱贫攻坚、保障和改善民生、项目突破、文电会议等五个领域展开的形式主义官僚主义分领域分项目集中整治中，市纪委监委结合全面从严治党主体责任检查、党委巡察、“四比六促”督查考核，对“不作为、乱作为、慢作为”行为加大监督执纪问责力度。截至今年9月，全市共查处形式主义官僚主义问题74件122人，给予党纪政务处分34人。
在民生领域“微腐败”专项中,全市各级纪检监察机关聚焦基层干部吃拿卡要、盘剥克扣、优亲厚友和执法司法领域不规范、不公平、不廉洁等问题，严查快处相关违纪违法行为。1月至8月，全市共查处侵害群众利益问题266件、党纪处分112人、政务处分10人，移送司法机关处理18人。
在开展扫黑除恶专项斗争中，市纪委监委成立扫黑除恶专项斗争违纪查办组，紧盯党员干部和公职人员涉黑涉恶腐败及“保护伞”问题，深挖彻查，目前，全市共立案36件47人，其中“保护伞”问题10件13人，“失职失责”问题9件10人，给予党纪政务处分12人，其中开除党籍9人。
……
“学习只是第一步，关键在学以致用。全市各级纪检监察机关将在今后的学习中密切联系实际，更好地履行党内监督和国家监察两项职能。”南平市纪委监委有关负责人表示。

                      
扫一扫在手机打开当前页"
274,推动企业做大做强?推进工业提质提效,2018/10/11,2018/10/11,南平日报,https://www.np.gov.cn//cms/html/npszf/2018-10-11/84670452.html,"9日，市委书记袁毅深入延平、建阳部分重点企业调研工业发展。他强调，要坚持以习近平新时代中国特色社会主义思想为指导，认真贯彻省委十届六次全会精神，奋力打好工业提升攻坚战，为坚持高质量发展落实赶超提供强力支撑。市领导潘剑才、梁廉荣参加调研。
“产品市场行情怎么样，企业技术研发投入多少，惠企政策落实情况如何，有什么困难和问题需要政府帮助解决，下一步企业发展壮大有什么打算？”袁毅先后实地察看了南铝板带高性能金属层状复合生产线、南纺高新材料产业园、太阳电缆总部二厂、三元林产化工循环经济园及建阳龙泰、武夷白鹭、青松化工等企业和项目，详细了解企业生产经营、技术研发、转型升级等情况，并与企业家座谈交流，现场听取意见建议，协调解决相关问题。对企业良好的精神状态以及推动新旧动能转换的创新思路给予充分肯定，鼓励企业进一步解放思想、抢抓机遇，坚定信心、发挥优势，加快创新转型，不断做大做强。
调研中，袁毅强调，工业是实体经济的核心，企业是市场经济的主体。服务企业、壮大工业是各级党委、政府的重要责任。要把工业发展摆在更加突出的位置，聚焦用力、创新突破，不断扩总量、提质量、增效益，以工业的大发展支撑绿色发展跨越赶超。要强化创新驱动。树立战略思维和超前眼光，加大研发投入，加快技改升级，提升“两化”融合水平，引进新技术、开发新产品、开拓新市场，不断提升市场竞争力，抢占发展制高点。要强化龙头牵引。把做大做强现有骨干企业作为重点，加快引进有实力的战略合作伙伴，通过骨干企业的龙头带动进一步延伸产业链、提升价值链，加快打造产业集群。要加快完善园区生产生活配套，营造良好产业生态，促进产业集中集聚发展。要强化人才支撑。全面落实各类人才政策，既要注重引进高端研发人才，也要注重培养专业技术人才，为企业持续发展提供有力人才支撑。要高度重视企业家队伍建设，大力弘扬优秀企业家精神，加强培养、教育、引导，完善现代企业制度，不断提高企业经营管理水平。要强化服务保障。各级各部门要强化责任、担当作为，把企业的事当成自己的事，主动上门服务、靠前服务、精准服务，加强惠企政策的宣传解读，确保政策全面落地见效，实打实帮助企业解决生产经营中遇到的实际困难和问题，构建“亲”“清”政商关系，营造一流营商环境。

                      
扫一扫在手机打开当前页"
275,建阳区跻身全国绿色发展百强区,2018/10/11,2018/10/11,南平日报,https://www.np.gov.cn//cms/html/npszf/2018-10-11/1390836911.html,"10月8日，《2018年中国中小城市科学发展指数研究成果发布（一）》在《人民日报》发布，建阳区跻身2018年全国绿色发展百强区，排名第89位。
据悉，此次“2018年中国中小城市科学发展指数研究成果”包括2018年度全国中小城市综合实力百强县市、绿色发展百强区、投资潜力百强县市等10个榜单。其中，全国绿色发展百强区对绿色发展评价指标体系包含资源节约、绿色生活、污染治理、生态建设四个方面的指标。
在工业化中后期和后工业化时期，生态资源价值越来越为人们所认可，绿色生态越来越成为最大财富、最大优势、最大品牌。近年来，建阳区坚持“绿水青山就是金山银山”理念，进一步明确“市区一体、绿色发展、产业强区、书香建阳”的发展思路，把握“高、大、强、美”的要求，落实七大绿色产业发展规划，着力培育生物产业、先进制造、文化创意和现代绿色农业、旅游及健康养生、数字信息“3+2+2”等绿色生态产业。
此外，建阳区先后获评了全国粮食生产先进县、中国特色竹乡、中国乡村民宿发展示范县、福建省十大醉美县城、省级森林城市、全国“2018百佳深呼吸小城”、“全省综合治水实验县”、省级文明城市等多项荣誉称号，坚持绿色发展之路，致力让绿色生态与经济社会发展紧密相连，奋力谱写绿色发展新篇章。

                      
扫一扫在手机打开当前页"
276,7日，顺邵高速公路卫闽互通建设现场，施工人员在摊铺路面,2018/10/11,2018/10/11,南平日报,https://www.np.gov.cn//cms/html/npszf/2018-10-11/18992933.html,"7日，顺邵高速公路卫闽互通建设现场，施工人员在摊铺路面。目前，顺邵高速项目的路基、桥隧涵等主体工程基本完成，工程重点转至路面、房建、交安、机电等建设，全线进入最后的攻坚阶段。

                      
扫一扫在手机打开当前页"
277,一窗受理?证照联办,2018/10/10,2018/10/10,南平日报,https://www.np.gov.cn//cms/html/npszf/2018-10-10/1586796318.html,"“如果只是申办营业执照，在我们企业注册与后置审批窗口（工商）办理即可。如果要申办营业执照与执照后置审批事项，只要资料齐全，企业注册与后置审批窗口（工商）将统一受理，各相关部门联合办理。”昨日，市行政服务中心工商窗口工作人员卢影向记者介绍企业设立“证照联办”新模式。
今年4月，市行政服务中心管委会在全面深化“互联网+放管服”改革，实行“一窗受理、集成服务”的基础上，对涉及企业设立事项的审批服务方式深入改革创新，推行企业设立“证照联办”的审批新模式。目前，“证照联办”涵盖餐饮服务、交通运输、学校教育等18个行业，涉及16个部门的42项审批服务事项，已为南平泰盛建筑工程有限公司等16家企业办理证照19份。
市行政服务中心管委会主任魏成和介绍说，“证照联办”就是将营业执照与企业经营相关的工商登记前、后置审批事项由工商窗口统一受理，工商部门和相关行政许可审批部门同步审查，统一审批或依次审批，并从综合出件窗口出件，切实做到“让数据多跑腿，让服务更精准，让群众真受益”。
以开办食品生产企业为例，原先行政审批和服务事项需办理企业名称预先核准、企业设立登记、食品生产许可核发等3个事项。企业需要先后到工商局窗口和食药监局窗口办理，大约需要15个工作日（不含现场检查时间）。实行“证照联办”后，只要在工商局窗口一次性递交相关申报材料，一般情况只需3至4个工作日（不含现场检查时间）即可办理完成。除此之外，在缩短办理时间的同时，“证照联办”还充分利用“一企一档”“一人一档”，通过关联统一社会信用代码或身份证号码，实现系统自动回填企业及个人基本信息，有效解决了企业重复填写材料的问题。
魏成和表示，企业设立“证照联办”的服务模式以 “一窗受理”平台为依托，打破了部门间的信息壁垒，对需跨多个部门多个窗口办理的事项，做到办事流程整合优化、申请材料共享、审批时限压缩，实现企业办事“一趟不用跑，最多跑一趟”的目标。 （卢国华 杜宏达）

                      
扫一扫在手机打开当前页"
278,笑算丰收账,2018/10/10,2018/10/10,南平日报,https://www.np.gov.cn//cms/html/npszf/2018-10-10/1095754831.html,"“唰、唰、唰”，“唰、唰、唰”，去年四丛一把，今年三丛一把，不但丛大了，穗丛也重了几成。高敏吉和妻子赖玉珠汗珠“啪啪”往田里掉，割稻的镰刀也越挥越快，竞赛似的将稻丛一排排放下，一把把往身后码。“想着这田里的丰收，想起脱了贫致了富，这心里就高兴，一高兴这收割的劲头就特大。”6日上午，高敏吉放下一把稻，一边伸腰一边说。
今年45岁的高敏吉是光泽县李坊乡增排村的建档立卡贫困户。本来夫妻俩虽个子小点，但勤劳会计划，养两个小孩，四口之家日子应该过得不错的，成为贫困户是因为大儿子一岁时就得了“骨髓增生异常综合症”。“一人生病全家要命”，夫妻俩抱着个儿子四处寻医问药，从本县、邵武到福州、北京，再到湖南、西安，六年的求医路，掏尽积蓄还欠了一屁股的债，老祖屋没钱修，倒了，就住自个搭的草棚，钱借不到就连乞带讨，高敏吉说：“那些年，真是田也荒、心也荒，好在有党和政府来帮忙。”
金灿灿的稻穗在回馈主人的辛劳，满脸喜悦的高敏吉也在心底诉说着这家景回春的点点滴滴。大儿子能一路求医到西安，村里的党员干部从精神上安慰鼓励，从经济上资助，还发动村民捐款；有了精准扶贫政策后，高敏吉一家成为建档立卡贫困户，村里先是帮大儿搞了大病救助报销和特种病门诊，减轻了看病的经济压力；紧接着又争取易地搬迁集中安置政策，帮高敏吉一家在李坊乡所在地建了100平方米的混砖房，解决了住有所居问题。
高敏吉稻田边是20亩如盖绿毯的吊瓜棚。绿棚下，拳头大的吊瓜密密麻麻地垂挂着，有绿的有黄的，还有橘红的。高敏吉边割稻边说：“这片吊瓜，就是我家经济翻身的依靠。”为了帮助高敏吉尽早摆脱贫困，前年乡村两级帮助他调地块、引种引技术、开路、搭棚，指定老种植户高敏贤传帮带。去年初次挂果，纯收入近万元，加上夫妻俩一有空就四处打零工赚钱，一家四口人终于脱了贫困户的帽子。高敏吉说：“无奈之下当了贫困户，终于脱帽了，一身都轻松！”
高敏吉虽脱帽了，乡村两级并没有甩手，而是继续把好事做到底。今年6月，村里还把村道养护的公益岗位调整给了高敏吉，每月工资1000元。小孩子上幼儿园也给了2000元一年的补助。高敏吉是位有志农民。他说：“因小孩生病拖累了党和政府，脱贫致富本来就是自己的事，一定要把各级政府铺好的增收项目做好。管好吊瓜，管好村道，培养好两个孩子，种好自己开荒的两亩水稻。”
9月23日是我国头一个“农民丰收节”。高敏吉自己去年开荒的两亩田也获得大丰收。去年两亩只收了500公斤干谷，今年收600公斤没问题。休息期间，高敏吉夫妻俩合算丰收的幸福账：大儿子虽还在继续治疗，但已能正常读书了，刚从四年级升五年级了，小儿子也上幼儿园大班了；原来住庵头草棚，现在住乡所在地的洋房了；20亩吊瓜一年种五年收，去年初产收了一万多元，今年小产2万多元，到明年盛产至少可收4万多元纯收入，加上养路一年1.2万元工资和两亩田种粮吃不完。夫妻俩你一言她一语，越算心里越欢喜，算着算着，夫妻俩爽朗的笑声便漾遍整个山垅。

                      
扫一扫在手机打开当前页"
