id,标题,成文或生成日期,发布或生效日期,来源,URL源地址,内容
19, 东卡林场召开解放思想推动高质量发展大讨论会议,2018-12-10,2018-12-10,伊春-友好日报,http://www.yhq.gov.cn/yhqrmzf/c100050/201812/19074.shtml,
20,区妇联开展巾帼志愿服务日活动,2018-12-07,2018-12-07,伊春-友好日报,http://www.yhq.gov.cn/yhqrmzf/c100050/201812/19073.shtml,
21,伊春市进一步加强秸秆禁烧工作,2018-12-07,2018-12-07,伊春-友好日报,http://www.yhq.gov.cn/yhqrmzf/c100050/201812/19072.shtml,
22,生态环境督察“回头看”国际志愿者日志愿者在行动,2018-12-06,2018-12-06,伊春-友好日报,http://www.yhq.gov.cn/yhqrmzf/c100050/201812/19071.shtml,
23,区委书记张延杰主持召开区委十九届33次常委（扩大）会议,2018-12-06,2018-12-06,伊春-友好日报,http://www.yhq.gov.cn/yhqrmzf/c100050/201812/19070.shtml,
24,黑龙江省召开紧急视频会议部署非洲猪瘟防控工作,2018-12-05,2018-12-05,伊春-友好日报,http://www.yhq.gov.cn/yhqrmzf/c100050/201812/19069.shtml,
25,友好区开展“12.4”国家宪法宣传日活动,2018-12-04,2018-12-04,伊春-友好日报,http://www.yhq.gov.cn/yhqrmzf/c100050/201812/19068.shtml,
26,友好区文体支部召开解放思想推动高质量发展大讨论动员会,2018-12-03,2018-12-03,伊春-友好日报,http://www.yhq.gov.cn/yhqrmzf/c100050/201812/19067.shtml,
27,友好区召开解放思想推动高质量发展大讨论动员部署会议,2018-11-26,2018-11-26,伊春-友好日报,http://www.yhq.gov.cn/yhqrmzf/c100050/201811/19066.shtml,
28,区物业管理服务中心彻底清除小区路面冰雪,2018-11-23,2018-11-23,伊春-友好日报,http://www.yhq.gov.cn/yhqrmzf/c100050/201811/19065.shtml,
29,我区组织收听收看全市宣传思想工作会议,2018-11-20,2018-11-20,伊春-友好日报,http://www.yhq.gov.cn/yhqrmzf/c100050/201811/19064.shtml,
30,我区组织收听收看全市解放思想推动高质量发展大讨论动员部署会议,2018-11-20,2018-11-20,伊春-友好日报,http://www.yhq.gov.cn/yhqrmzf/c100050/201811/19063.shtml,
31,我区组织收听收看全省深化机关作风整顿优化营商环境警示教育大会,2018-11-19,2018-11-19,伊春-友好日报,http://www.yhq.gov.cn/yhqrmzf/c100050/201811/19062.shtml,
32,区委副书记、区（局）长吴伊森调研我区工业企业,2018-11-19,2018-11-19,伊春-友好日报,http://www.yhq.gov.cn/yhqrmzf/c100050/201811/19061.shtml,
33,友好区组织收听收看学习贯彻习近平总书记重要讲话和重要指示精神省委宣讲团伊春报告会,2018-11-15,2018-11-15,伊春-友好日报,http://www.yhq.gov.cn/yhqrmzf/c100050/201811/19060.shtml,
34,友好区着力提升党建科学化水平,2018-11-14,2018-11-14,伊春-友好日报,http://www.yhq.gov.cn/yhqrmzf/c100050/201811/19059.shtml,
35,友好区第一中学召开中国少年先锋队第一次代表大会,2018-11-12,2018-11-12,伊春-友好日报,http://www.yhq.gov.cn/yhqrmzf/c100050/201811/19058.shtml,
36,友好三中组织开展消防灭火疏散实战演练及消防安全知识讲座,2018-11-12,2018-11-12,伊春-友好日报,http://www.yhq.gov.cn/yhqrmzf/c100050/201811/19057.shtml,
37,学习贯彻中国工会十七大精神 开创友好工会工作新局面,2018-11-12,2018-11-12,伊春-友好日报,http://www.yhq.gov.cn/yhqrmzf/c100050/201811/19056.shtml,
38,友好区供热办全体党员干部集中组织收看 《囹圄之路》专题片,2018-11-09,2018-11-09,伊春-友好日报,http://www.yhq.gov.cn/yhqrmzf/c100050/201811/19055.shtml,
39,友好区政府幼儿园“家园共育 心手相连”教学观摩课活动,2018-11-06,2018-11-06,伊春-友好日报,http://www.yhq.gov.cn/yhqrmzf/c100050/201811/19054.shtml,
40,友好区区委书记张延杰主持召开区委十九届32次常委（扩大）会议,2018-11-02,2018-11-02,伊春-友好日报,http://www.yhq.gov.cn/yhqrmzf/c100050/201811/19053.shtml,
41,友好区召开扫黑除恶专项斗争领导小组工作会议,2018-10-30,2018-10-30,伊春-友好日报,http://www.yhq.gov.cn/yhqrmzf/c100050/201810/19052.shtml,
42,伊春市人才专家服务团到我区曙光村、人才驿站、电商创业中心开展技术服务指导工作,2018-10-30,2018-10-30,伊春-友好日报,http://www.yhq.gov.cn/yhqrmzf/c100050/201810/19051.shtml,
43,友好区嘉兴热电厂锅炉改扩建工程顺利点火,2018-10-29,2018-10-29,伊春-友好日报,http://www.yhq.gov.cn/yhqrmzf/c100050/201810/19050.shtml,
44,友好区凝心聚力脱贫攻坚,2018-10-26,2018-10-26,伊春-友好日报,http://www.yhq.gov.cn/yhqrmzf/c100050/201810/19049.shtml,
45,区委书记张延杰到区供热办检查指导工作,2018-10-26,2018-10-26,伊春-友好日报,http://www.yhq.gov.cn/yhqrmzf/c100050/201810/19048.shtml,
46,友好区第一中学剪纸活动课剪影,2018-10-25,2018-10-25,伊春-友好日报,http://www.yhq.gov.cn/yhqrmzf/c100050/201810/19047.shtml,
47,友好区召开全区基层党建工作会议,2018-10-24,2018-10-24,伊春-友好日报,http://www.yhq.gov.cn/yhqrmzf/c100050/201810/19046.shtml,
48,黑龙江伊春森工集团有限责任公司挂牌成立,2018-10-23,2018-10-23,伊春-友好日报,http://www.yhq.gov.cn/yhqrmzf/c100050/201810/19045.shtml,
49,区政协副主席王丽宏视察社区医疗卫生情况,2018-10-22,2018-10-22,伊春-友好日报,http://www.yhq.gov.cn/yhqrmzf/c100050/201810/19044.shtml,
50,友好区召开信访工作联席会议,2018-10-22,2018-10-22,伊春-友好日报,http://www.yhq.gov.cn/yhqrmzf/c100050/201810/19043.shtml,
51,区委书记张延杰现场检查指导森林防火、野生动物保护等工作,2018-10-19,2018-10-19,伊春-友好日报,http://www.yhq.gov.cn/yhqrmzf/c100050/201810/19042.shtml,
52,友好区举行“送欢笑下基层”•文化志愿 “重阳节”慰问演出,2018-10-19,2018-10-19,伊春-友好日报,http://www.yhq.gov.cn/yhqrmzf/c100050/201810/19041.shtml,
53,区委副书记、政法委书记孙彦全看望慰问帮扶对象,2018-10-18,2018-10-18,伊春-友好日报,http://www.yhq.gov.cn/yhqrmzf/c100050/201810/19040.shtml,
54,区委副书记、区（局）长吴伊森到我区青山村、康乐养老院看望慰问脱贫家庭和敬老院老人,2018-10-18,2018-10-18,伊春-友好日报,http://www.yhq.gov.cn/yhqrmzf/c100050/201810/19039.shtml,
55,区委书记张延杰到我区青山村、和平老年公寓看望慰问脱贫家庭和敬老院老人,2018-10-18,2018-10-18,伊春-友好日报,http://www.yhq.gov.cn/yhqrmzf/c100050/201810/19038.shtml,
56,区委书记张延杰主持召开区委十九届31次常委（扩大）会议,2018-10-17,2018-10-17,伊春-友好日报,http://www.yhq.gov.cn/yhqrmzf/c100050/201810/19037.shtml,
57,友好区各界收听收看央视财经频道《魅力中国城•伊春VS崇左》第二季第二轮竞演,2018-10-16,2018-10-16,伊春-友好日报,http://www.yhq.gov.cn/yhqrmzf/c100050/201810/19036.shtml,
58,我区召开第四次全国经济普查动员暨培训会议,2018-10-15,2018-10-15,伊春-友好日报,http://www.yhq.gov.cn/yhqrmzf/c100050/201810/19035.shtml,
59,以讲话精神为指引 全力建设美丽友好——访友好区委书记张延杰,2018-10-11,2018-10-11,伊春-友好日报,http://www.yhq.gov.cn/yhqrmzf/c100050/201810/19034.shtml,
60,区委副书记、区（局）长吴伊森深入林场检查秋季森林防火和野生动物保护工作,2018-10-09,2018-10-09,伊春-友好日报,http://www.yhq.gov.cn/yhqrmzf/c100050/201810/19033.shtml,
61,我区举办“祝福祖国”暨“迎国庆” 专场文艺演出,2018-10-01,2018-10-01,伊春-友好日报,http://www.yhq.gov.cn/yhqrmzf/c100050/201810/19032.shtml,
62,先锋社区党建联盟举办“圆梦中华迎国庆、不忘初心跨征程”文艺演出,2018-09-30,2018-09-30,伊春-友好日报,http://www.yhq.gov.cn/yhqrmzf/c100050/201809/19031.shtml,
63,友好区嘉兴热电厂锅炉改扩建工程本体注水打压一次成功,2018-09-30,2018-09-30,伊春-友好日报,http://www.yhq.gov.cn/yhqrmzf/c100050/201809/19030.shtml,
64,友好区组织集中收听收看习近平总书记到东三省考察的新闻报道,2018-09-29,2018-09-29,伊春-友好日报,http://www.yhq.gov.cn/yhqrmzf/c100050/201809/19029.shtml,
65,友好区人民政府与华能伊春热电有限公司签订供热委托经营协议,2018-09-28,2018-09-28,伊春-友好日报,http://www.yhq.gov.cn/yhqrmzf/c100050/201809/19028.shtml,
66,友好工商分局开展打击非法捕捉野生林蛙专项行动,2018-09-27,2018-09-27,伊春-友好日报,http://www.yhq.gov.cn/yhqrmzf/c100050/201809/19027.shtml,
67,友好区举办“兴安枫叶红 今秋月正圆”我们的节日中秋专场文艺演出,2018-09-24,2018-09-24,伊春-友好日报,http://www.yhq.gov.cn/yhqrmzf/c100050/201809/19026.shtml,
68,铁兴社区开展中秋节“送温暖、献爱心” “城市党建联盟”活动,2018-09-21,2018-09-21,伊春-友好日报,http://www.yhq.gov.cn/yhqrmzf/c100050/201809/19025.shtml,
69,友好区第一小学网络宣传周活动,2018-09-20,2018-09-20,伊春-友好日报,http://www.yhq.gov.cn/yhqrmzf/c100050/201809/19024.shtml,
70,2018年黑龙江省网络安全宣传周活动即将开启,2018-09-17,2018-09-17,伊春-友好日报,http://www.yhq.gov.cn/yhqrmzf/c100050/201809/19023.shtml,
71,市人大调研组到我区调研供热改扩建项目建设情况,2018-09-13,2018-09-13,伊春-友好日报,http://www.yhq.gov.cn/yhqrmzf/c100050/201809/19022.shtml,
72,区委书记张延杰主持召开区委十九届30次常委（扩大）会议,2018-09-12,2018-09-12,伊春-友好日报,http://www.yhq.gov.cn/yhqrmzf/c100050/201809/19021.shtml,
73,国家档案局局长、中央档案馆馆长李明华 一行莅临友好区调研视察档案工作,2018-09-11,2018-09-11,伊春-友好日报,http://www.yhq.gov.cn/yhqrmzf/c100050/201809/19020.shtml,
74,区政协主席陈清林教师节前走访慰问退休老教育工作者代表,2018-09-11,2018-09-11,伊春-友好日报,http://www.yhq.gov.cn/yhqrmzf/c100050/201809/19019.shtml,
75,区人大常委会主任徐宝林教师节前走访慰问退休教师代表,2018-09-11,2018-09-11,伊春-友好日报,http://www.yhq.gov.cn/yhqrmzf/c100050/201809/19018.shtml,
76,区委副书记、区（局）长吴伊森教师节前到区第一中学慰问调研,2018-09-10,2018-09-10,伊春-友好日报,http://www.yhq.gov.cn/yhqrmzf/c100050/201809/19017.shtml,
77,区委书记张延杰教师节前到区第三中学慰问调研,2018-09-10,2018-09-10,伊春-友好日报,http://www.yhq.gov.cn/yhqrmzf/c100050/201809/19016.shtml,
78,我区召开市委第二扶贫专项巡察组巡察友好区委情况反馈会议,2018-09-07,2018-09-07,伊春-友好日报,http://www.yhq.gov.cn/yhqrmzf/c100050/201809/19015.shtml,
79,友好区召开2018年度定兵会议,2018-09-06,2018-09-06,伊春-友好日报,http://www.yhq.gov.cn/yhqrmzf/c100050/201809/19014.shtml,
80,市直属机关首届职工运动会在林都体育场隆重举行,2018-09-04,2018-09-04,伊春-友好日报,http://www.yhq.gov.cn/yhqrmzf/c100050/201809/19013.shtml,
81,我区组织收听收看2018年度“林都讲坛”第四场网络安全管理报告会,2018-09-03,2018-09-03,伊春-友好日报,http://www.yhq.gov.cn/yhqrmzf/c100050/201809/19012.shtml,
82,区委书记张延杰主持召开区委十九届29次常委（扩大）会议,2018-08-31,2018-08-31,伊春-友好日报,http://www.yhq.gov.cn/yhqrmzf/c100050/201808/19011.shtml,
83,友好区第七届“绿城杯”青年篮球邀请赛总决赛暨颁奖仪式圆满落幕,2018-08-29,2018-08-29,伊春-友好日报,http://www.yhq.gov.cn/yhqrmzf/c100050/201808/19010.shtml,
84,"“群众办事百项堵点疏解行动”第五季,你来投票，政府来解决！",2018-08-28,2018-08-28,伊春-友好日报,http://toupiao.www.gov.cn/100dudian/index.htm,
85,友好区召开重点工作和招商引资工作推进会,2018-08-27,2018-08-27,伊春-友好日报,http://www.yhq.gov.cn/yhqrmzf/c100050/201808/19008.shtml,
86,省人大组织省人大代表到友好区蓝莓产业园调研工作,2018-08-24,2018-08-24,伊春-友好日报,http://www.yhq.gov.cn/yhqrmzf/c100050/201808/19007.shtml,
87,区委书记张延杰到嘉兴热电厂检查指导供热改扩建项目建设工作,2018-08-22,2018-08-22,伊春-友好日报,http://www.yhq.gov.cn/yhqrmzf/c100050/201808/19006.shtml,
88,"友好人才驿站举办""紫冠、红冠""油豆角推介会",2018-08-20,2018-08-20,伊春-友好日报,http://www.yhq.gov.cn/yhqrmzf/c100050/201808/19005.shtml,
89,友好区总工会举办全区第十三届职工排球赛,2018-08-18,2018-08-18,伊春-友好日报,http://www.yhq.gov.cn/yhqrmzf/c100050/201808/19004.shtml,
90,友好人才驿站举办中会红松资源开发利用研究院松针系列化妆产品推介会,2018-08-17,2018-08-17,伊春-友好日报,http://www.yhq.gov.cn/yhqrmzf/c100050/201808/19003.shtml,
91,友好区举办“纪念伊春林区开发建设70年、建市60周年主题宣讲报告会”,2018-08-16,2018-08-16,伊春-友好日报,http://www.yhq.gov.cn/yhqrmzf/c100050/201808/19002.shtml,
92,友好区举行政协委员爱心捐赠活动,2018-08-16,2018-08-16,伊春-友好日报,http://www.yhq.gov.cn/yhqrmzf/c100050/201808/19001.shtml,
93,友好区政协召开十届五次常委会议,2018-08-15,2018-08-15,伊春-友好日报,http://www.yhq.gov.cn/yhqrmzf/c100050/201808/19000.shtml,
94,区委副书记、区（局）长吴伊森调研检查全区部分老旧供热管线改造和居民分户供暖工作,2018-08-14,2018-08-14,伊春-友好日报,http://www.yhq.gov.cn/yhqrmzf/c100050/201808/18999.shtml,
95,"“群众办事百项堵点疏解行动”第四季,你来投票，政府来解决！",2018-08-10,2018-08-10,伊春-友好日报,http://toupiao.www.gov.cn/100dudian/index.htm,
96,友好区举办2018“蓝丽之约” 全民健身操展演,2018-08-09,2018-08-09,伊春-友好日报,http://www.yhq.gov.cn/yhqrmzf/c100050/201808/18997.shtml,
97,区委书记张延杰对政协工作作出批示,2018-08-07,2018-08-07,伊春-友好日报,http://www.yhq.gov.cn/yhqrmzf/c100050/201808/18996.shtml,
98,友好区政协举办“情系寒门骄子 爱心成就梦想”助力精准扶贫捐资助学仪式,2018-08-06,2018-08-06,伊春-友好日报,http://www.yhq.gov.cn/yhqrmzf/c100050/201808/18995.shtml,
99,友好区举办“蓝莓飘四海 军民鱼水情——庆祝建军91周年专场文艺演出”,2018-08-03,2018-08-03,伊春-友好日报,http://www.yhq.gov.cn/yhqrmzf/c100050/201808/18994.shtml,
100,我区召开“伊春市首届小浆果（蓝莓）产业论坛”,2018-08-02,2018-08-02,伊春-友好日报,http://www.yhq.gov.cn/yhqrmzf/c100050/201808/18993.shtml,
101,区委副书记、区（局）长吴伊森在“八一”前夕到伊春市公安消防支队走访慰问,2018-08-01,2018-08-01,伊春-友好日报,http://www.yhq.gov.cn/yhqrmzf/c100050/201808/18992.shtml,
102,区委书记张延杰在“八一”前夕到区消防大队走访慰问,2018-08-01,2018-08-01,伊春-友好日报,http://www.yhq.gov.cn/yhqrmzf/c100050/201808/18991.shtml,
103,区委书记张延杰实地检查指导抗洪救灾工作,2018-08-01,2018-08-01,伊春-友好日报,http://www.yhq.gov.cn/yhqrmzf/c100050/201808/18990.shtml,
104,我区召开“天南地北友好人归乡行动”座谈会,2018-07-30,2018-07-30,伊春-友好日报,http://www.yhq.gov.cn/yhqrmzf/c100050/201807/18989.shtml,
105,我区举办2018伊春友好蓝莓文化艺术节——伊春市老年大学专场文艺演出,2018-07-30,2018-07-30,伊春-友好日报,http://www.yhq.gov.cn/yhqrmzf/c100050/201807/18988.shtml,
106,伊春友好蓝莓文化节暨第七届蓝莓采摘节盛大开幕,2018-07-27,2018-07-27,伊春-友好日报,http://www.yhq.gov.cn/yhqrmzf/c100050/201807/18987.shtml,
107,区委书记张延杰实地检查指导友好蓝莓文化节筹备工作情况,2018-07-25,2018-07-25,伊春-友好日报,http://www.yhq.gov.cn/yhqrmzf/c100050/201807/18986.shtml,
108,友好区持召开区委十九届28次常委（扩大）会议,2018-07-25,2018-07-25,伊春-友好日报,http://www.yhq.gov.cn/yhqrmzf/c100050/201807/18985.shtml,
109,区委书记张延杰对我区创卫二次复审迎检工作实地检查指导,2018-07-24,2018-07-24,伊春-友好日报,http://www.yhq.gov.cn/yhqrmzf/c100050/201807/18984.shtml,
110,区委书记张延杰应北京五洲传播中心邀请推介友好蓝莓产业,2018-07-23,2018-07-23,伊春-友好日报,http://www.yhq.gov.cn/yhqrmzf/c100050/201807/18983.shtml,
111,区委副书记、区（局）长吴伊森主持召开防汛工作紧急会议,2018-07-23,2018-07-23,伊春-友好日报,http://www.yhq.gov.cn/yhqrmzf/c100050/201807/18982.shtml,
112,2018伊春友好蓝莓文化节暨第七届蓝莓采摘节7月26日盛大启幕,2018-07-20,2018-07-20,伊春-友好日报,http://www.yhq.gov.cn/yhqrmzf/c100050/201807/18981.shtml,
113,团市委书记于笑一行到友好区开展专题调研工作,2018-07-20,2018-07-20,伊春-友好日报,http://www.yhq.gov.cn/yhqrmzf/c100050/201807/18980.shtml,
114,友好区人民检察院召开“树旗帜、知廉耻”廉政教育活动启动会,2018-07-19,2018-07-19,伊春-友好日报,http://www.yhq.gov.cn/yhqrmzf/c100050/201807/18979.shtml,
115,区政协召开年中总结部署会议,2018-07-18,2018-07-18,伊春-友好日报,http://www.yhq.gov.cn/yhqrmzf/c100050/201807/18978.shtml,
116,“童心向党放飞梦想 联盟共筑齐颂党恩”专场演出,2018-07-16,2018-07-16,伊春-友好日报,http://www.yhq.gov.cn/yhqrmzf/c100050/201807/18977.shtml,
117,区委书记张延杰主持召开我区扶贫工作专题会议,2018-07-12,2018-07-12,伊春-友好日报,http://www.yhq.gov.cn/yhqrmzf/c100050/201807/18976.shtml,
118,友好公安分局局长尹志刚检查指导分局窗口服务工作,2018-07-11,2018-07-11,伊春-友好日报,http://www.yhq.gov.cn/yhqrmzf/c100050/201807/18975.shtml,
119,2018国务院大督查  我为大督查提建议,2018-07-11,2018-07-11,伊春-友好日报,https://liuyan.www.gov.cn/2018gwyddc/index.htm,
120,国办关于“群众办事百项堵点疏解行动”第三季调查问卷,2018-07-09,2018-07-09,伊春-友好日报,http://toupiao.www.gov.cn/100dudian/index.htm,
121,区委副书记、区（局）长吴伊森检查第五届中国（东北亚）森博会我区展区布展情况,2018-07-09,2018-07-09,伊春-友好日报,http://www.yhq.gov.cn/yhqrmzf/c100050/201807/18972.shtml,
122,友好区妇联组织巾帼健身队参加伊春美•巾帼健身风采展,2018-07-06,2018-07-06,伊春-友好日报,http://www.yhq.gov.cn/yhqrmzf/c100050/201807/18971.shtml,
123,"我区召开""伊春市小浆果（蓝莓）人才驿站专家科研项目研讨会""",2018-07-06,2018-07-06,伊春-友好日报,http://www.yhq.gov.cn/yhqrmzf/c100050/201807/18970.shtml,
124,区委副书记、区（局）长吴伊森就中央环保督察组移交案件办理情况进行调研督办,2018-07-05,2018-07-05,伊春-友好日报,http://www.yhq.gov.cn/yhqrmzf/c100050/201807/18969.shtml,
125,友好公安分局交警大队集中销毁一批报废车,2018-07-04,2018-07-04,伊春-友好日报,http://www.yhq.gov.cn/yhqrmzf/c100050/201807/18968.shtml,
126,魅力中国城竟演进行时——伊春PK贺州,2018-07-03,2018-07-03,伊春-友好日报,https://v.qq.com/x/page/l0709y0tk6g.html,
127,【魅力中国城竞演进行时】央视导演组到我市洽谈对接,2018-07-03,2018-07-03,伊春-友好日报,https://mp.weixin.qq.com/s/IaB6vUVvd_ICnwx44eYx3w,
128,我区组织收听收看全市“转作风 强使命 永做新时代合格共产党员主题党日”视频会,2018-07-03,2018-07-03,伊春-友好日报,http://www.yhq.gov.cn/yhqrmzf/c100050/201807/18965.shtml,
129,区委书记张延杰在“七 一”前夕走访慰问老干部、困难党员和贫困家庭,2018-06-29,2018-06-29,伊春-友好日报,http://www.yhq.gov.cn/yhqrmzf/c100050/201807/18963.shtml,
130,伊春市档案局与友好区举行“书香满友好 红书颂党恩”主题赠书活动,2018-06-29,2018-06-29,伊春-友好日报,http://www.yhq.gov.cn/yhqrmzf/c100050/201807/18962.shtml,
131,区长吴伊森在“七 一”前夕走访慰问老干部、困难党员和贫困家庭,2018-06-29,2018-06-29,伊春-友好日报,http://www.yhq.gov.cn/yhqrmzf/c100050/201807/18964.shtml,
132,区委书记张延杰主持召开环保整改专题工作推进会,2018-06-27,2018-06-27,伊春-友好日报,http://www.yhq.gov.cn/yhqrmzf/c100050/201806/18961.shtml,
133,区政协举办“弘扬抗联精神、凝聚发展力量”大讲堂,2018-06-25,2018-06-25,伊春-友好日报,http://www.yhq.gov.cn/yhqrmzf/c100050/201806/18960.shtml,
134,我区组织开展“弘扬法治精神 建设法治友好”——全区“法治建设年”暨“平安友好”宣传周现场签名活动,2018-06-22,2018-06-22,伊春-友好日报,http://www.yhq.gov.cn/yhqrmzf/c100050/201806/18959.shtml,
135,友好交通运输分局深入开展车辆违法超限超载专项整治行动,2018-06-20,2018-06-20,伊春-友好日报,http://www.yhq.gov.cn/yhqrmzf/c100050/201806/18958.shtml,
136,区委书记张延杰主持召开区委十九届27次常委（扩大）会议,2018-06-19,2018-06-19,伊春-友好日报,http://www.yhq.gov.cn/yhqrmzf/c100050/201806/18957.shtml,
137,友好交通分局“五个强化”确保端午节期间道路运输安全畅通,2018-06-15,2018-06-15,伊春-友好日报,http://www.yhq.gov.cn/yhqrmzf/c100050/201806/18956.shtml,
138,区委书记张延杰出席全区文明城市常态化建设暨迎接第二轮国家卫生城市复检启动会议并讲话,2018-06-13,2018-06-13,伊春-友好日报,http://www.yhq.gov.cn/yhqrmzf/c100050/201806/18955.shtml,
139,我区借助“市委书记进校园宣讲活动”广泛招贤纳士,2018-06-13,2018-06-13,伊春-友好日报,http://www.yhq.gov.cn/yhqrmzf/c100050/201806/18954.shtml,
140,伊春林管局副管局长张和清到我区督查环境保护工作,2018-06-12,2018-06-12,伊春-友好日报,http://www.yhq.gov.cn/yhqrmzf/c100050/201806/18953.shtml,
141,市委常委、组织部长冯伟泉深入友好区调研,2018-06-11,2018-06-11,伊春-友好日报,http://www.yhq.gov.cn/yhqrmzf/c100050/201806/18952.shtml,
142,友好区开展“国际档案日”宣传活动,2018-06-11,2018-06-11,伊春-友好日报,http://www.yhq.gov.cn/yhqrmzf/c100050/201806/18951.shtml,
143,区委副书记、区（局）长吴伊森到嘉兴热电厂、双佳公司、烽禾森林食品有限公司调研工作,2018-06-11,2018-06-11,伊春-友好日报,http://www.yhq.gov.cn/yhqrmzf/c100050/201806/18950.shtml,
144,友好区举办“圆梦六月•爱心送考”公益活动启动仪式,2018-06-07,2018-06-07,伊春-友好日报,http://www.yhq.gov.cn/yhqrmzf/c100050/201806/18948.shtml,
145,陈清林主席调研我区物业服务提升工作,2018-06-06,2018-06-06,伊春-友好日报,http://www.yhq.gov.cn/yhqrmzf/c100050/201806/18947.shtml,
146,区委书记张延杰就全区“河长制”贯彻落实情况进行督导检查,2018-06-06,2018-06-06,伊春-友好日报,http://www.yhq.gov.cn/yhqrmzf/c100050/201806/18946.shtml,
147,友好区组织收听收看全市贯彻落实中央第三环境保护督察组“回头看”工作电视电话会议,2018-06-05,2018-06-05,伊春-友好日报,http://www.yhq.gov.cn/yhqrmzf/c100050/201806/18945.shtml,
148,区委书记张延杰就文化旅游产业发展进行调研,2018-06-05,2018-06-05,伊春-友好日报,http://www.yhq.gov.cn/yhqrmzf/c100050/201806/18944.shtml,
149,我区举办庆祝六一国际儿童节暨“儿童快乐家园”授牌仪式,2018-06-01,2018-06-01,伊春-友好日报,http://www.yhq.gov.cn/yhqrmzf/c100050/201806/18943.shtml,
150,区政府幼儿园第七届亲子运动会——快乐六一 欢乐童年,2018-06-01,2018-06-01,伊春-友好日报,http://www.yhq.gov.cn/yhqrmzf/c100050/201806/18942.shtml,
151,国办关于第二季“企业群众办事堵点疏解行动”调查问卷,2018-05-31,2018-05-31,伊春-友好日报,http://www.gov.cn/hudong/100dudian/index.htm,
152,友好区文广体局组织乒乓球代表队参赛荣获佳绩,2018-05-30,2018-05-30,伊春-友好日报,http://www.yhq.gov.cn/yhqrmzf/c100050/201806/18940.shtml,
153,友好区国动委召开职能办公室领导会议,2018-05-25,2018-05-25,伊春-友好日报,http://www.yhq.gov.cn/yhqrmzf/c100050/201805/18939.shtml,
154,区委书记张延杰主持召开区委十九届26次常委（扩大）会议,2018-05-25,2018-05-25,伊春-友好日报,http://www.yhq.gov.cn/yhqrmzf/c100050/201805/18938.shtml,
