id,标题,成文或生成日期,发布或生效日期,来源,URL源地址,内容
21,“羽”你同行 县龙乡飞羽俱乐部举办羽毛球友谊赛,2018-12-27,2018-12-27,伊春-嘉荫日报,http://www.jyx.gov.cn/jyxrmzf/c104060/201812/235794.shtml,日前，由县龙乡飞羽羽毛球俱乐部举办的“羽”你同行羽毛球友谊赛在县文体中心鸣锣开赛，我县广大羽毛球爱好者齐聚一堂愉悦身心、切磋球技。  比赛一开始，对战双方便马上进入战斗状态，各路精英尽显风采。扣杀球果断迅速，高远球划过一道道完美的弧线，这是一场力量与技巧，体能与反应的较量，比赛处处扣人心弦，时而网前截击，时而以巧破千斤，时而又大力扣杀，整场比赛高潮迭起，给场外观众带来了绝美的视觉享受。  据了解，县龙乡飞羽俱乐部成立于2016年，成立之初俱乐部就一直秉承着“我运动我快乐我运动我健康”的全民健身理念，开展经常性的羽毛球友谊赛事，时常与全市各县市区局的羽毛球爱好者同场切磋球技，增进友谊，更取得过2016年市体育局主办的“健一杯”体育系列赛事羽毛球比赛甲组第二名、乙组第一名的好成绩。经过近两年的不断发展壮大，俱乐部目前已有成员68名，在达到工作之余锻炼身体、放松心情目的的同时，更为我县羽毛球这项运动注入了新的活力。
22,乌云镇举办庆元旦迎新春“百姓舞台”文艺汇演,2018-12-27,2018-12-27,伊春-嘉荫日报,http://www.jyx.gov.cn/jyxrmzf/c104060/201812/235793.shtml,为了让人民群众共享文化发展成果，进一步提升和丰富人民群众精神文化生活，弘扬向上向善的正能量。近日，“我的梦中国梦”文化活动进万家暨乌云镇庆元旦迎新春“百姓舞台”文艺晚会精彩上演，营造欢乐、喜庆、祥和、文明的节日氛围。  整场晚会紧凑而欢快、节目精彩纷呈。一首首歌曲悠扬婉转，唱出了心中的喜悦，唱出了节日的喜庆；一张张灿烂的笑脸绘出了一幅幅美丽画卷，营造了欢乐祥和的节日气氛；一支支优美的舞蹈一度把晚会推向高潮，文艺晚会以丰富多彩的舞台表演为展示，充分体现乌云镇近年来经济社会发展的新气象和群众精神文化生活品质的不断提升，彰显了乌云镇人民群众在实现乡村振兴中积极乐观、昂扬向上的精神面貌，展现了群众对美好生活的向往和憧憬，营造了积极向上、携手奋进的良好氛围，有力地推动了全镇文化建设和精神文明建设。  此次文艺晚会县文化馆全程参与了节目的编排和艺术指导，并选派出文艺骨干参加演出，与乌云镇各界群众共庆新春。
23,城市党建与非公企业和社会组织党建工作专项调研座谈会召开,2018-12-26,2018-12-26,伊春-嘉荫日报,http://www.jyx.gov.cn/jyxrmzf/c104060/201812/235792.shtml,今天上午，城市党建与非公企业和社会组织党建工作专项调研座谈会召开。市委组织部第一专项调研组成员、县委常委、组织部长陈翔林出席会议。  座谈会上，市委组织部专项调研组传达全省非公企业和社会组织党建工作座谈会精神，县非国有企业党委、劳协消协、供热供水以及朝阳镇尚志社区的代表分别围绕城市党建、非公企业和社会组织党建工作特色做法、存在主要问题、意见建议等方面进行发言。  会议强调，要把扩大党的组织和工作“两个覆盖”作为加强国有企业、非公企业和社会组织党建工作的首要任务，进一步发展壮大党员队伍，创新党组织组建方式，注重抓好党群共建，确保党的工作覆盖到每一个国有企业、非公企业和社会组织。县委组织部要认真履行牵头抓总、统筹协调作用，建立会议机制，研究制定具体办法，加强日常督促检查。非公党工委、社会组织党工委要牢固树立“主抓”意识，找准职责履行与企业、社会组织党建工作的切入点。各企业、社会组织党组织要严格落实党建工作责任制，始终把党建工作与企业发展和生产经营同谋划、同部署、同落实，通过党建工作的提升，引领全县经济社会持续健康发展。
24,县综治办对各单位值班值宿情况进行夜检夜查,2018-12-26,2018-12-26,伊春-嘉荫日报,http://www.jyx.gov.cn/jyxrmzf/c104060/201812/235791.shtml,12月25日晚，县综治办联合县公安局治安管理大队对全县党政机关、企事业单位值班值宿情况进行夜检夜查。  从检查情况看，大部分单位都能够严格按照相关要求做好值班值宿工作，值班人员能够按时到岗，做好值班记录，没有出现漏岗、空岗等情况。但在检查中也发现，仍有部分单位值班人员存在责任意识不强，不按时到岗，报警电话不通、没有交接班记录等问题。检查组要求，各单位、部门要严格按照有关规定进行值班值宿，坚决杜绝在岗不在位现象发生，经常开展自检自查，找出薄弱环节，防微杜渐，不断加强和完善安全防范工作，杜绝侥幸心理和麻痹思想。值班值宿人员要做好防火、防盗和应急突发事件工作，确保全县安全稳定。  据了解，县综治办还将不定期开展检查活动，对检查中发现的问题进行严肃处理，确保全县机关事业单位的作风建设得到进一步提高。
25,保兴镇召开2018年脱贫攻坚工作推进暨政策落实培训会,2018-12-26,2018-12-26,伊春-嘉荫日报,http://www.jyx.gov.cn/jyxrmzf/c104060/201812/235790.shtml,为进一步推进脱贫攻坚工作，强化驻村扶贫工作队、镇村干部熟悉掌握脱贫攻坚政策，做细做实各项工作，今天上午，保兴镇组织召开2018年脱贫攻坚工作推进暨政策落实培训会。  会议指出，全体扶贫人员一定要认清当前脱贫攻坚工作的严峻形势，抓紧工作进度，做实做细脱贫攻坚工作，全面掌握贫困户的基本信息和状况，深入开展“回头看”；要持续进村入户，一对一、面对面开展贫困户政策宣传和帮扶，做到各类政策、措施、数据一口清，切实提高群众的满意度、认可度。各村帮扶责任人要充分了解脱贫攻坚工作的重要性，夯实基础、找准不足、对标补短，有力、有效推进脱贫攻坚工作，确保扶贫政策落地落实，脱贫攻坚成效显著。
26,县第一幼儿园举办快乐小恐龙童话剧,2018-12-26,2018-12-26,伊春-嘉荫日报,http://www.jyx.gov.cn/jyxrmzf/c104060/201812/235789.shtml,童话剧是一种深受幼儿喜爱的语言艺术形式，为了给幼儿搭建一个增强语言表达能力和展示表演能力的平台，近日，县第一幼儿园举办以快乐小恐龙为主题的童话剧表演。  伴随着小主持人充满童真的声音，童话剧表演正式拉开序幕。表演中，小演员们身穿鲜艳的恐龙服装，头戴可爱的头饰，用夸张的表情，富有表现力的动作，生动的语言，将一个个恐龙角色生动形象、唯妙唯俏地展现在观众眼前。小朋友可爱的造型、逼真的表演以及感人的故事情节都深深吸引了在场的小朋友和家长们的眼球。  此次活动为孩子提供了一个表现自我、锻炼能力、培养自信和勇气的机会，通过表演让幼儿在懂道理，学知识的同时激发他们表达表现的欲望，通过场景的创设、音乐的融入、角色的语言、表情以及动作和道具的运用，充分让孩子享受了故事表演所带来的快乐，实现了身心的全面发展。
27,改革开放四十年 交通变化百姓谈,2018-12-25,2018-12-25,伊春-嘉荫日报,http://www.jyx.gov.cn/jyxrmzf/c104060/201812/235788.shtml,"今年是中国改革开放走过的第40个年头，在这40年的时间里，大到国家，小到每一个家庭，每个人，都发生了天翻地覆的变化，所有事物伴随着改革开放也都迎来了新的机遇，人民生活，各个事物开始呈现崭新的面貌。今天，我们的记者也走上了街头，听广大市民说一说这四十年时间里嘉荫的道路以及交通都发生了哪些的变化。  改革开放四十年来，大家的出行方式有着巨大的进步，从主要依靠步行到拥有第一辆自行车，从长时间排队只为搭上一辆公共汽车到几乎家家都拥有了小轿车，从出门到街面上打车到如今用手机约车。除此之外道路也不是一成不变，四十年间，我县的公路从一条条砂石路发展到拥有1000多公里混凝土路面公路，我县农村道路也从一条条土路发展到拥有619.4公里水泥路，乡村村道越来越宽，村民出行越来越方便，居民生活越来越智能，如今我县乡村道路网状分布、四通八达，正是改革开放40年成果的见证。  2018年10月27日早上五点十分，从嘉荫开往哈尔滨的班车准时发班，标志着历经一年多施工，总投资7215.52万元的新建公路客运站正式投用。与此同时，位于繁荣街的公路客运站，服役29年后，宣告退役。据了解，我县新建公路客运站按国家二级、省一级汽车客运站标准修建，全站占地25396.46平方米，一层大厅面积3347平方米，总建筑面积达10900平方米，停车场面积14027平方米。新客运站设计发车位19个，设计日发班次258班，可日运送旅客6000多人。较老客运站相比，新建客运站除了硬件设施全部更新外，还新增设了中控室、室内卫生间和为乘客提供免费热水等便民设施。车站搬迁后，为了方便乘客换乘，新建客运站还配套了一条公交线路，设置了出租车上下客区，乘客可实现“零距离”换乘。我县新建公路客运站投入运营，所有班线客车将不再穿越主城区，极大缓解了我县城区的交通压力、规范了客运秩序，方便群众出行。  今年，县委、县政府又继续投资2340万元，对我县主城区的建设街实施了贯通工程，道路全长2397米、宽14米；投资875万元,对新城街实施升级改造工程，将原8米道路拓宽至14米；投资1867万元，对神州龙路、满洲龙路、尚志中街、繁荣街、鸭嘴龙街全部铺筑了沥青路面，城区主干道已基本实现由过去的水泥路面到全线铺设沥青路面的华丽转变。40年间，一条条宽敞笔直的大街，取代了弯曲狭窄的小路，交通在发展，城市在进步，城区一条条干净、整洁的大道，展现着嘉荫通畅的交通路网，见证着嘉荫这座小城的崛起与发展。  交通，是社会发展的先行官，即使在交通强国建设如火如荼的当下，回望过去四十年，我县的交通道路发展，也能够看得出时代的进步和变迁，改革开放的浪潮，为嘉荫带来了全新的面貌，而嘉荫也会在这浪潮中迎风而行，驶向更灿烂辉煌的明天。"
28,副市长孙浩然到我县检查安全生产工作,2018-12-25,2018-12-25,伊春-嘉荫日报,http://www.jyx.gov.cn/jyxrmzf/c104060/201812/235787.shtml,今天上午，副市长孙浩然带领市安监、消防等部门有关负责人深入我县加油站点、烟花爆竹经营企业，现场检查督导我县岁末年初安全生产工作开展情况。县委常委、副县长董丽陪同检查。  在龙乡加油站，孙浩然仔细查看加油站点安全防护设施和消防器材配备等情况，检查安全生产制度措施执行情况。孙浩然叮嘱加油站负责人一定要做好安全生产工作，严格落实安全主体责任，建立健全安全管理规章制度，认真执行安全操作规程，不断强化隐患排查治理，定期开展消防培训和演练，确保安全生产无事故。  孙浩然强调，安全生产一刻不能松，必须“拉满弓、绷紧弦”，严格监管，常抓不懈；要从严、从实、从细落实企业主体责任，警钟长鸣，守住安全底线。各级各部门一定要高度重视安全生产工作，进一步汲取各类安全事故教训，举一反三，扎实的落实各项措施，要从源头上防范事故发生，确保安全生产形势持续稳定。
29,冬季到来应季食物陪您健康过冬,2018-12-25,2018-12-25,伊春-嘉荫日报,http://www.jyx.gov.cn/jyxrmzf/c104060/201812/235786.shtml,连日来，气温迅速下降，棉裤、棉鞋、羽绒服……这时候都派上了用场，不过，在冬季除了保暖，还要注意饮食的保健。  冬季来临，在这寒冷的天气里，人们往往会胃口大开，随着气温的下降，饮食也要跟着季节变化。因此，应季食物一向被认为是健康首选，白萝卜富含维生素C和维生素A，具有清热生津、止血止凉的功效。酸甜多汁的柚子被称为冬日“完美水果”。柚子不仅富含维生素C，还含有番茄红素，这两种营养素都是强效抗氧化剂，有抗癌功效；栗子是可以陪伴一冬的健康干果。它富含维生素B和钾、铜、锰等矿物质，能强健身体。栗子还是坚果中唯一含维生素C的，是感冒和流感疾病盛行时的必备零食；大蒜含有的大蒜素对疾病的预防，特别是癌症和心脏病有效。此外，它还具有消炎、抗感染的特性。
30,我县荣获“全省关心下一代工作先进集体”荣誉称号,2018-12-25,2018-12-25,伊春-嘉荫日报,http://www.jyx.gov.cn/jyxrmzf/c104060/201812/235785.shtml,日前，在全省关心下一代工作会议上，我县被授予“全省关心下一代工作先进集体”荣誉称号，县关工委主任任桂嫣被授予“全省关心下一代工作先进个人标兵”荣誉称号。  近年来，县关工委牢牢把握培养中国特色社会主义事业合格建设者和可靠接班人这一主线，围绕中心，主动作为，全心全意为青少年成长成才服务，努力营造青少年健康成长的良好环境，在关心下一代工作中突出“育”字，大力开展社会主义核心价值观教育和理想信念教育，打牢思想基础；突出“新”字，开展“三地共建”活动，在农村改革中创新共建新途径；突出“爱”字，成立关爱留守困境儿童领导小组，为困境青少年排忧解难；突出“带”字，坚持党建带关工，加强组织建设，切实增强做好关心下一代工作的责任感和使命感，推进了我县关心下一代工作的创新发展。
31,法官办案暖人心   赠送锦旗表谢意,2018-12-24,2018-12-24,伊春-嘉荫日报,http://www.jyx.gov.cn/jyxrmzf/c104060/201812/235784.shtml,近日，老林业局家属楼15户居民代表，将写有“饮水思源，以人民为中心，厚德载法，用正义铸天平”的锦旗送到县人民法院，对法官认真负责的办案精神表达感激之情。  据了解，今年6月13日，佛山社区老林业局家属楼用户张某某因更换管道费用承担问题擅自将设在一楼地下室的自来水主管道上的总闸关闭，导致楼上15户居民无法正常用水。15户居民将张某某起诉至县人民法院，县人民法院接到案件后多次与张某某进行协商劝解，但张某某态度蛮横强硬，多次辱骂甚至攻击执行干警。县人民法院采取强制执行，打开了自开水管道阀门。并给予张某某15天司法拘留的行政处罚。至此，老林业家属楼的15户居民在停水5个月之久后终于恢复了正常生活。  一面锦旗代表的不仅是感谢，更是对执行法官公正执法、一心为民的肯定。县人民法院一直践行着“司法为民公正司法”的诺言，认真尽责，让每个当事人在每一起案件中都感受到公平正义，努力使案件在相对短时间内实现结案和执行到位。截止2018年12月中旬共受理各类案件2244件，结案2152件，在案件数量逐年大幅增加的情况下，结案率连续两年名列全市前茅。县人民法院将继续以决胜的精神状态和措施，坚决打赢“基本解决执行难”这场硬仗，推动新时代人民法院工作实现新发展，不断增强人民群众的获得感、幸福感、安全感。
32,寒冬腊月 “青少年上冰雪”欢乐无限,2018-12-24,2018-12-24,伊春-嘉荫日报,http://www.jyx.gov.cn/jyxrmzf/c104060/201812/235783.shtml,千里冰封万里雪飘的龙乡最有冬天样儿，自然也是“赏冰乐雪”大好时节。日前，来自县职教中心的200多名学生在老师的陪同下，相约东湖国际乡村俱乐部冰雪乐园，尽情畅享冰雪体验带来的无尽乐趣。  寒冷的天气，抵挡不住孩子们玩雪的热情。在永安东湖国际俱乐部，孩子们在冰雪乐园分别体验了滑雪、旋转八爪鱼、雪地摩托、雪地足球等冰雪娱乐项目，玩的不亦乐乎。在滑雪场，经验丰富的滑雪教练和孩子们一起滑雪，在扩展孩子们的智力、胆量、毅力、平衡等多方面能力的同时，也为孩子们搭建了一个丰富精彩的冰雪童话世界。  近年来，为了给全县青少年参加冬季冰雪运动创造更好的条件，搭建更棒的平台，使广大青少年能够真切感受到冬季运动的魅力，玩出健康，玩出活力，县委、县政府依托我县东湖风景区的冰雪资源，每年都为全县中小学生提供免费体验冰雪活动的机会，让全县中小学生在冬日的阳光里，感受县委、县政府的关爱，享受冰雪带来的乐趣，激发爱祖国、爱家乡、爱自然的美好情怀，让每一个学生都能度过一个快乐、阳光、健康、向上的冬季。
